Time.point.number	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2
PWY.6305..putrescine.biosynthesis.IV	17.5781	13.7537	16.0714	3.04392	8.58169	13.0544	14.5824	4.76892	4.31516	9.04358	10.498	13.8592	2.32022	15.3124	12.5718	12.6248	18.2899	17.5434	17.709	31.758	70.0719	11.1435	22.0641	10.6299	10.6701	8.53578	8.07789	11.7336	20.2564	11.2018	6.67723	37.8168	20.9226	19.4955	1.83609	17.7223	23.1972	26.6598	7.94515	9.46811	8.76982	48.1023	37.4282	9.37972	12.4777	19.2295	6.76353	114.894	28.7891	33.4881	9.12459	20.8768	11.9453	9.17629	1.52671	7.90893	14.6696	8.60942	3.68647	13.4252	7.46763	7.59707	13.5208	15.8244	23.053	32.9386	38.513	13.5711	10.6838	20.0957	30.7899	33.3127	15.0967	11.1485	24.8554	12.4334	12.0637	8.85289	13.0515	9.56477
PWY.6307..L.tryptophan.degradation.X..mammalian..via.tryptamine.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6309..L.tryptophan.degradation.XI..mammalian..via.kynurenine.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.427636	0	0	0	0	0	0.0579586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6313..serotonin.degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6317..galactose.degradation.I..Leloir.pathway.	96.5268	63.4851	58.4367	34.0348	102.025	98.7293	85.7631	195.188	82.2156	56.7674	58.068	66.8754	41.2009	33.7639	77.1312	89.6732	13.2708	76.5465	43.7922	117.024	249.394	59.6379	125.406	83.0293	115.67	72.8988	48.5207	104.866	92.0417	136.224	57.3359	98.1553	107.032	209.428	219.848	58.0379	109.698	204.212	95.1134	73.5186	92.0105	89.157	215.584	69.8048	89.856	80.0241	55.1196	53.699	88.1313	77.7704	49.0671	132.152	119.896	67.6592	28.0493	70.1939	102.928	87.1018	125.98	76.1084	37.7886	19.8409	128.736	58.3957	91.9305	132.722	163.88	76.7076	57.8141	121.929	118.553	183.285	80.3633	73.003	79.1101	85.0447	84.9112	74.7254	39.1577	36.1244
PWY.6318..L.phenylalanine.degradation.IV..mammalian..via.side.chain.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6351..D.myo.inositol..1.4.5..trisphosphate.biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6353..purine.nucleotides.degradation.II..aerobic.	21.142	14.2412	22.3252	2.27835	5.43523	11.6444	27.4083	4.57634	8.53341	3.57154	14.2531	6.44042	4.5389	20.1664	12.1089	17.281	25.242	38.0514	52.6866	7.32589	9.64408	2.67902	29.8835	19.107	46.5163	11.7678	26.7033	10.2105	13.0261	31.8993	14.1364	15.6671	10.763	16.3967	6.36686	16.1713	14.0156	62.4415	9.1498	1.8928	0.837702	164.912	20.0968	0	14.9693	13.0484	9.05471	102.512	85.6299	23.8299	8.45389	19.7271	11.5706	21.1634	6.14387	14.8149	19.3127	12.4854	13.4474	52.0552	9.288	9.4317	12.8422	9.96573	8.40906	10.3125	22.1033	5.33052	9.37384	7.21067	22.6132	9.11764	10.8232	10.5452	0.842986	16.7825	4.33687	8.79589	51.2485	10.3603
PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria.	85.7864	60.9949	316.712	30.0398	78.8512	102.677	61.0899	227.141	68.3694	228.138	57.753	164.25	21.3244	53.3403	113.718	56.7705	20.6076	59.5762	150.846	136.831	207.576	74.1076	90.7106	114.55	47.3919	165.637	184.095	108.808	229.944	118.993	168.24	258.815	232.802	101.942	108.119	52.0691	73.0875	158.97	97.5348	70.333	102.066	120.46	44.4755	318.959	100.015	105.081	113.456	124.251	101.924	73.0941	50.8966	112.54	101.64	73.6088	35.964	70.2088	204.637	112.351	212.334	209.027	47.5661	41.4983	128.934	137.612	125.582	145.479	182.189	262.991	160.105	242.15	144.752	206.056	81.8819	104.755	84.3092	121.109	213.106	144.508	207.474	53.3167
PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing.	112.795	86.9015	370.255	199.142	113.152	138.428	111.86	338.195	121.498	281.097	114.538	193.955	72.3186	78.0914	147.634	129.657	20.6649	84.1883	297.977	144.858	204.718	107.897	130.251	162.846	160.139	236.03	212.157	196.976	338.362	186.426	459.484	421.649	431.883	179.505	285.003	67.8631	125.742	285.729	154.381	73.0323	136.836	136.542	229.934	372.959	181.793	148.165	308.743	118.275	135.346	87.3565	65.4453	137.334	151.058	205.891	96.4068	120.647	313.214	197.476	281.509	267.15	182.398	123.419	154.708	160.611	149.798	269.012	200.157	310.004	196.292	308.267	149.559	266.121	97.5606	258.415	102.11	155.368	295.621	188.192	248.932	131.092
PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing.	109.554	85.2885	329.845	183.839	109.3	128.768	110.25	325.088	118.781	261.828	112.5	173.617	71.2504	75.8726	144.469	125.77	20.8231	85.3211	281.743	146.599	224.94	107.003	129.313	157.551	158.535	222.593	209.417	200.081	322.703	186.166	458.405	387.717	394.29	177.04	282.064	65.9999	121.813	284.484	156.624	73.4907	133.632	133.531	226.192	357.095	181.185	141.226	283.705	123.532	125.674	89.0929	65.4041	136.673	149.106	194.31	89.9325	121.045	302.57	194.806	266.209	250.728	169.832	117.133	149.635	148.826	144.174	240.732	196.359	289.569	188.117	290.757	148.7	258.884	97.3389	250.121	100.949	153.031	293.319	176.565	221.137	116.781
PWY.6396..superpathway.of.2.3.butanediol.biosynthesis	0.492259	0.448404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.996847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60276	0	0	0	0.479055	0	0	0	15.4681	0.734583	0	0	0	0	3.51898	0	0	0	0	0.784332	0	0	0	0	0.460501	0.300717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6415..L.ascorbate.biosynthesis.V	0	2.68543	2.43324	0	0	1.00214	0.736601	0	0	0	1.6231	0	0	3.00797	1.33718	0	0	2.8022	0	1.4341	0	0	0	1.25724	0	3.09947	2.62726	0	0	0	1.24262	0	0	0.274325	0	1.70797	0	0	0	0	0	0	0	0	0.646636	0	0	0	1.50376	1.89076	0	0	0	0	0	1.16537	1.80179	3.56433	0	0	0	0	0	1.00648	0.804613	1.53449	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6435..4.hydroxybenzoate.biosynthesis.V	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.997238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6467..Kdo.transfer.to.lipid.IVA.III..Chlamydia.	1.04612	0.379921	0	0	0	0	0	0	0	0	0	0	0	1.52163	0	0.104199	0	0.267794	0	0	0	0	0	0	0	1.05755	0	0	0	0	0	0	0	0	0	0.507028	0.349494	19.9366	2.12338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48497	0	0	0	0	0	0	0	0	0	0	0.268056	0	0	0	0	0	0	0	0	0
PWY.6470..peptidoglycan.biosynthesis.V...beta..lactam.resistance.	0.703716	1.04344	1.7302	0	0	0	0	0	0	0	0	0	0	0.735848	0	0	2.54121	0	12.3096	0	0	0	0	0	0	1.75596	0	0	0	0	0	0	0	0	1.06327	0	0	0	1.02697	0	0	0	0	0	1.1763	0	0	3.03216	0	0	0	0	0	0	1.61408	0	0	0	37.5842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94067	0
PWY.6471..peptidoglycan.biosynthesis.IV..Enterococcus.faecium.	10.5035	2.93386	5.09075	0	0	0	42.4459	4.2382	3.66603	0	9.47466	5.48035	1.3121	3.76017	0.677043	0	5.2145	5.84663	30.0073	1.12767	6.89431	0	19.9028	1.49288	4.63447	9.2565	5.16712	0	0.692145	8.17619	0	0	0	6.46559	5.87287	2.30924	0	12.8918	6.53943	0	0	111.33	5.29934	0	3.4578	1.72472	3.78243	51.3627	4.92456	1.19155	6.36276	9.72272	24.2676	1.57538	8.39052	0	2.75303	7.92661	62.7923	2.00373	0	0	17.7103	1.53541	3.62793	0	9.96043	1.35319	0	2.59821	7.72439	26.8123	3.71383	8.68921	1.99049	8.86611	0	0	6.91795	5.54898
PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation	51.2779	27.9533	14.3555	13.3843	13.7094	35.4114	55.6946	43.2557	8.88022	90.4218	31.7683	69.1281	1.71132	27.3282	63.7448	17.7516	22.3112	29.3517	27.7771	108.956	187.596	23.4387	56.0016	21.9366	11.2567	21.1796	10.356	58.1218	75.2704	47.2442	7.05148	37.8367	55.9935	40.1489	10.5712	23.8578	34.5722	72.9792	30.3469	61.5525	45.1498	145.898	10.2622	51.9068	37.9515	43.1405	21.7269	74.0551	48.1768	14.9003	23.4369	57.9935	84.1943	31.6259	17.4998	33.911	71.2269	26.0092	15.549	19.8314	16.7868	17.4861	106.148	65.218	106.865	45.7839	201.06	56.734	35.1888	99.7498	167.952	159.948	72.5843	21.4022	74.6066	84.0086	26.843	27.6314	21.2975	19.3564
PWY.6519..8.amino.7.oxononanoate.biosynthesis.I	11.2057	8.55697	12.8256	4.95182	6.27246	4.88749	5.32425	0.794497	3.61047	1.42844	5.30713	0	0	12.3265	7.78937	4.41463	18.7916	15.7155	19.4077	5.5709	1.2566	29.2057	0.861634	6.98921	11.508	8.60347	17.8632	7.81378	14.4591	1.82641	9.20155	3.81622	0	16.3622	4.60338	4.5596	2.94135	38.6108	8.16903	2.79626	1.24788	74.445	2.4345	0	6.60604	6.35983	7.74774	84.8312	44.5998	7.12335	0	0.721754	8.26966	1.67171	4.62909	4.86689	2.26164	7.10062	6.07646	25.6978	6.54439	4.67589	6.05732	8.14841	3.16082	13.3287	0.814315	2.67148	0	5.8893	6.21016	0.730655	0	1.64492	2.45115	8.11737	0.403529	4.1516	31.4262	2.74855
PWY.6527..stachyose.degradation	127.403	69.273	46.2207	15.2778	33.7314	81.9655	58.9655	203.166	67.9468	44.7133	60.8449	54.6935	39.6988	28.1815	60.164	150.381	15.5386	38.5294	35.9833	113.058	214.6	53.2441	69.8935	61.9997	65.2671	63.8327	47.3788	134.356	77.6033	97.0279	51.8628	77.5711	76.8515	80.5789	162.096	59.4326	128.706	105.743	72.2313	47.059	64.4325	107.302	70.2751	53.5768	75.7824	70.0432	47.3089	100.362	92.1744	63.7632	31.5103	111.607	97.5386	35.3042	21.3787	45.9442	81.4527	73.3844	120.71	64.3578	19.2427	14.9322	79.3346	51.2048	61.6158	97.8302	52.8241	62.7763	48.0664	95.0509	53.6662	209.871	32.616	63.3864	27.568	73.3332	76.3048	66.6115	30.6125	37.8664
PWY.6531..mannitol.cycle	2.45882	1.67517	5.87423	0	1.50063	8.50488	6.87729	6.88317	3.91346	1.98786	1.37551	10.8475	0.490404	2.88549	4.40831	3.17804	0	1.76707	4.0123	0	0	4.27782	0.71196	1.91636	3.95932	4.56319	10.5679	1.99179	7.87871	1.84517	0	5.34066	4.51434	1.46503	15.4348	2.82177	2.14842	0.217864	0	3.25647	4.79797	0.307723	0.391414	0	0.997339	0	1.37437	0	19.2173	0	3.19108	4.92032	9.14505	0.70717	1.98193	2.83489	4.4887	5.75456	42.4822	17.595	0.976359	0	2.93266	3.08011	2.30035	3.90461	3.14034	10.9998	1.2944	2.21991	0.58389	0.282499	0.222652	0.878093	0.155503	7.82971	3.02863	1.92109	10.4021	5.41061
PWY.6545..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.III	32.2845	28.0087	28.3923	22.8838	96.3811	40.7126	24.5263	45.9084	51.8591	64.0652	21.2522	48.9269	31.6346	24.0925	67.9891	24.4783	2.89598	20.5221	49.7542	36.6608	44.9343	13.5869	18.3344	38.162	26.6281	31.0696	24.8426	56.5657	57.4766	28.3626	19.8465	101.855	80.382	27.0594	11.2868	23.4545	17.2994	32.9938	19.9598	27.6466	33.1323	0	20.7525	35.5386	63.2488	53.5515	54.6272	74.6844	59.6218	30.0838	25.2028	39.3196	22.8075	43.8947	5.93809	20.4829	49.3661	43.0385	109.11	66.6793	17.1572	7.93845	55.421	54.6288	46.3014	66.6766	7.96284	43.5258	57.996	82.7938	28.4478	103.396	13.8193	38.9659	32.9877	72.3821	61.6369	40.1261	37.2454	29.1058
PWY.6549..L.glutamine.biosynthesis.III	0	0	0	0	0	0	4.01887	0	0	0	0.910583	0	0	0	0.59642	1.7663	0	0.0811595	0	0.526568	0.221711	0	0	0.59083	0	0	0	0	0	3.80623	0	0	0	0.556871	0	0	0	0	0.767547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132401	0	0	0	0.740675	0	0	1.51302	0.283857	0	0	0	0	0	0	0	0	0	0	0	0	0	0.965514	0.585736	0	0	2.96711
PWY.6562..norspermidine.biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6588..pyruvate.fermentation.to.acetone	11.711	5.03715	4.86538	0	1.94128	14.2272	16.3371	1.51011	5.72775	1.06162	1.03271	6.83725	2.38748	5.14486	4.66279	5.45088	0.383221	13.5089	9.30565	3.39674	7.64392	2.08047	13.1413	11.2625	0	3.82547	0	5.62692	3.92088	4.30599	0	4.21558	0.556476	0.789877	37.5897	4.94011	4.54649	0	0	0	0	0	61.3717	0	2.94413	6.66015	5.7244	0	20.2354	7.16918	2.94264	7.20198	0	5.35515	0	10.0724	3.64282	2.28607	1.03104	3.43763	2.81132	3.47171	9.60161	1.49452	5.56473	1.31281	5.92658	6.11136	2.54563	2.32746	0.53589	3.97924	0.914873	1.85373	1.16607	8.40993	1.00314	3.3897	0	3.03564
PWY.6590..superpathway.of.Clostridium.acetobutylicum.acidogenic.fermentation	0	1.67375	3.1117	0	1.89407	1.50041	3.97246	0	0.939518	1.71765	2.242	0	0	2.48015	3.11189	2.0418	0	1.77907	0	4.68045	1.82123	0	0	2.71253	0	2.45632	0	8.14305	9.99355	0	4.93427	3.93089	0	1.36036	0	0.816019	0	0	0	0	1.55332	0	0	0	6.00192	6.84217	0	0	2.99461	11.7869	0	0	0	0	0	3.17056	5.56406	3.19242	2.00421	0	0	0	3.83861	2.61029	2.98845	2.43152	0	0	0	1.52172	0	0	0	4.06548	1.2245	0	0	3.35065	0	0
PWY.6595..superpathway.of.guanosine.nucleotides.degradation..plants.	1.15212	3.09749	2.12635	0	0.769786	4.6391	2.90355	0	5.6076	0.908988	1.06099	2.72072	1.56516	0	0.732934	0.707089	0	3.14676	4.00838	0.606963	0.557681	0.706761	3.28304	12.223	1.1566	2.4988	0.283023	1.33238	0	0	1.24644	0.929225	0	1.721	1.54656	0.705149	0	1.3901	3.18687	1.89953	1.45135	16.5811	12.9644	0	0	0	1.39291	1.77367	0.903854	1.16529	4.7969	0.454469	0	0.793082	0.721266	0.896786	2.494	2.25039	3.47801	0	2.48834	0	5.90869	3.28323	0.985161	0	0.350968	1.98255	2.81137	0.906455	2.24578	0.959137	1.93534	0	0.300231	1.85258	0.240443	1.09394	3.41221	0
PWY.6596..adenosine.nucleotides.degradation.I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6598..sciadonate.biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0603547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6606..guanosine.nucleotides.degradation.II	1.36238	5.5188	2.4804	1.02622	2.34688	5.47174	9.85114	0	5.1863	1.77914	2.89795	2.84659	2.54624	5.46317	5.06574	9.35613	0.324933	8.88812	4.71671	3.55663	3.70615	1.10896	12.4293	13.2751	12.973	3.4363	6.87901	4.58646	6.83175	10.2797	5.45884	8.65147	5.75187	8.00255	1.72052	5.00939	4.33857	10.5994	3.42691	1.76315	1.32492	23.3217	13.4715	0	7.26789	6.77247	3.54939	2.88799	1.20655	12.639	5.2328	3.80932	5.26354	1.55779	1.06093	7.51379	5.77912	3.61234	4.69612	0.697078	3.51905	2.31444	5.99026	3.59895	4.54838	5.75033	6.94178	2.14187	4.40217	1.2817	6.29921	1.49567	4.33756	5.15665	0.334939	2.52079	0.813212	3.88418	4.02854	4.91068
PWY.6608..guanosine.nucleotides.degradation.III	15.8522	12.4097	14.8106	1.80787	3.89726	11.8593	20.6613	2.74755	6.05456	3.20199	11.3836	4.09608	4.11172	15.1692	10.4842	17.7939	20.2353	31.5285	39.1891	5.7458	48.1149	4.55309	23.9189	23.6676	34.3906	8.00316	23.2748	11.9526	16.5519	24.7119	12.8221	49.6549	18.9036	11.9762	3.98768	16.9272	13.0726	44.7624	5.58276	2.09164	1.5381	140.521	19.3921	0	12.6198	13.927	12.7007	84.4304	72.9164	24.3061	9.79804	27.7727	7.86971	16.2733	4.06045	12.6592	18.4905	9.04825	7.72956	36.061	9.43798	11.7158	8.092	6.9423	14.3567	26.9034	22.1583	3.57943	8.70324	5.58374	16.1602	6.60445	10.8706	8.16151	0.794916	13.9278	22.6732	10.3183	41.4086	7.57641
PWY.6609..adenine.and.adenosine.salvage.III	54.504	40.5093	35.8656	33.3934	91.2595	66.0528	69.3923	94.7441	63.7229	119.542	51.2675	87.6515	20.5469	37.1763	57.4491	48.9377	28.9613	61.7718	49.1824	136.423	212.123	60.6058	98.5823	55.8545	88.8544	60.4205	146.604	71.6474	110.259	83.6832	75.2159	61.835	48.5274	37.0835	169.847	38.4903	45.5277	149.976	120.811	92.4712	90.9334	169.836	133.685	40.0708	63.2214	55.6445	25.4206	84.1107	82.5092	55.7398	34.6583	95.0894	96.1071	46.0163	23.0745	67.4115	125.24	74.1633	176.525	72.7991	26.7711	19.2131	138.624	95.6891	83.1697	67.4565	167.597	139.272	39.841	107.145	103.825	139.079	59.2184	39.7188	73.8661	101.405	140.481	54.5903	76.418	25.5906
PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis	7.73285	9.71541	7.39657	1.59144	1.18604	7.1473	5.7784	0	5.82158	1.83269	5.04016	0	2.56432	11.8802	3.62385	9.80044	19.4287	17.522	15.5595	0.672656	0.951289	2.2077	7.61049	4.89133	6.41203	6.05209	5.49349	5.58267	4.63872	10.0354	0.463773	2.98282	0	4.79762	3.67578	16.8866	17.6543	19.966	4.21781	3.13497	2.12513	65.4023	14.2272	0	5.84792	3.34805	4.11187	46.4946	31.4583	10.8746	3.29589	6.3387	2.31406	0	2.63588	2.68725	5.11266	4.73509	2.38887	12.7042	0	6.60856	6.59147	5.12119	2.61748	1.58023	6.03806	1.93058	5.19668	0.339263	8.80273	3.04648	0	3.03115	0.787472	10.3916	0.565935	3.82264	25.4192	2.10872
PWY.6628..superpathway.of.L.phenylalanine.biosynthesis	20.5232	14.06	19.1275	0	8.23431	5.38469	34.4991	4.28522	31.7115	3.02285	9.40295	4.6764	6.80132	26.7303	6.53236	2.25535	27.1226	36.9803	37.4044	8.66785	0.616296	0	18.0654	41.671	51.3737	20.1605	25.305	1.99866	0	9.44802	3.0752	0	0	20.0001	8.06009	11.1179	5.91928	112.356	31.7234	6.51817	1.39048	116.511	14.5303	0	2.7751	4.3125	4.93949	94.2033	70.7715	6.52422	2.52261	3.0831	21.7156	23.8422	7.28218	3.16171	1.7558	6.93282	4.69492	49.8639	0	19.2859	30.9037	20.1548	4.43784	0	3.45879	15.974	1.9205	4.25827	16.5689	1.47869	0	5.51678	7.79963	25.7731	1.73261	1.06618	47.3826	2.99248
PWY.6629..superpathway.of.L.tryptophan.biosynthesis	15.2116	15.3903	16.2795	0	0	6.54816	1.67703	0	0	0	4.45733	0	6.59224	17.1036	2.83383	2.71468	20.5339	36.9178	48.346	5.71294	0.724237	0	0	10.9473	5.18293	11.5295	25.9489	0	0	1.79512	2.65564	0	0	2.32066	3.25807	10.6812	7.28976	51.7131	7.40816	3.00437	0	76.4407	1.81629	0	3.3593	3.6891	0	78.8821	72.517	4.91025	0	0	0	0	5.03617	2.65598	0	0	0	34.5919	0	14.6355	0	7.42113	0	0	1.90704	1.02373	0	0	18.438	1.26283	0	6.58821	5.25487	6.96969	0	0	49.146	0
PWY.6630..superpathway.of.L.tyrosine.biosynthesis	19.938	12.4911	18.8043	0	5.64808	5.40826	1.39939	2.20599	0.478391	0	7.19127	2.39428	5.31351	27.3701	6.63721	2.24711	23.5688	34.7419	34.9671	4.66067	0.602491	0	1.94486	8.6409	9.50464	13.9702	23.9213	0.994695	0	1.90262	3.07053	0	0	17.2443	8.06603	11.224	5.91445	98.7836	17.3083	9.52089	1.38573	105.427	2.43707	0	2.77112	3.09285	4.92276	68.0784	62.772	6.54086	0	0	22.0563	1.05713	4.16271	2.2287	1.76109	7.56161	0	46.4876	0	20.1681	0	7.16872	4.46893	0	1.6096	2.53866	0	0	16.9095	1.4788	0	5.56085	4.62458	20.1276	1.73221	0	45.1637	0
PWY.6660..2.heptyl.3.hydroxy.4.1H..quinolone.biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6662..superpathway.of.quinolone.and.alkylquinolone.biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.oxopent.4.enoate	3.18734	2.08387	2.06555	0	0.588962	0.312964	0.388277	0	0	0	0.835778	0	0.173758	4.41897	0.189356	0	14.1669	10.4756	4.78386	0.496332	0	0	0	0	1.20869	1.03729	3.20189	0	0	0	0.371544	0	0	1.27008	0	0.901619	0.369724	15.0212	1.27828	0.512955	0	64.6921	0.224312	0	0	0	0.461274	25.1095	15.2788	0.44791	0	0	0.674306	0	0.800151	0.32941	0	0.686237	0	6.91373	0	1.51854	0	0.619903	0.463116	0	0	0.30622	0	0	2.84945	0	0	0	0.650055	3.26379	0	0	7.33471	0
PWY.6700..queuosine.biosynthesis	106.136	60.1255	371.849	344.77	111.955	99.1741	57.4947	236.058	108.108	271.84	117.628	168.758	69.0007	66.8875	171.548	123.295	26.9371	58.4976	405.418	99.033	95.4188	126.336	58.5305	176.478	95.4592	221.986	267.695	146.408	340.924	118.825	659.257	686.709	702.258	101.924	134.797	46.4467	69.8846	84.8772	94.9976	34.2106	71.1019	137.45	113.704	483.363	119.969	117.979	559.27	178.837	129.815	47.4752	37.6462	86.9039	48.2837	243.807	137.492	109.39	367.604	166.305	288.293	263.885	266.93	179.862	105.722	152.549	193.327	653.191	88.4132	323.27	211.282	392.098	79.1781	165.542	66.2434	262.407	93.9545	121.245	288.272	164.717	252.432	109.741
PWY.6703..preQ0.biosynthesis	86.7241	56.9848	313.594	59.9904	43.5015	78.304	44.3869	193.776	78.8629	237.736	67.0014	131.809	28.906	47.6736	110.697	53.5828	19.5746	37.8182	224.691	72.2646	70.2034	43.6788	23.7311	57.9795	65.013	208.697	228.818	80.1709	185.366	41.1311	598.834	221.992	145.35	82.7322	80.6029	33.9347	47.434	48.5016	53.7237	24.5297	67.8789	65.7242	97.8179	425.45	96.1941	86.281	76.8274	168.88	87.0908	39.2338	37.3926	56.6366	25.2201	53.4899	13.9097	82.4097	101.571	147.726	218.316	238.698	55.8404	32.2334	66.6492	128.978	71.4172	75.5166	22.0737	219.708	112.107	122.588	38.9557	105.215	42.8356	202.254	36.1754	81.646	220.702	148.25	242.728	116.544
PWY.6708..ubiquinol.8.biosynthesis..prokaryotic.	6.4011	3.30518	4.25354	0	2.33651	0.463685	0.833827	0	0	0	0.86341	0	0.267754	6.9478	1.01087	0.220278	19.5832	9.63996	8.77442	0.40672	0.146354	0	0	0.672048	2.61565	1.3477	6.37793	0.156779	0	0.444718	0.275331	0	0	4.51185	2.06636	1.25724	0.723985	31.1411	3.61038	0.657925	0.26315	69.0193	0	0	0.321181	0	0	109.609	29.4442	1.13137	0	0	3.77605	0	0	0.395628	0.270897	1.7928	0	10.2778	0	2.72818	0	1.21833	0.73554	1.74777	0	0.252972	0	0	4.21793	0	0	0	1.26737	3.03278	0.157136	1.00056	12.7443	0.935407
PWY.6731..starch.degradation.III	1.12727	0.733256	0	0	0	0.807493	0	0	0	0	0.760549	0	0.900263	0.890844	0.570011	0	0	0.630831	0	0.784554	0	0	0.323628	1.28568	0	1.77365	0	0	0	0	0	0	0	0.219774	0	0.485682	0	0	0	0	0	0	0.713562	0	0.641643	0	1.25777	55.571	0.697285	1.43673	0	0	0	0.335885	0	0	0	0	0	0	0	0	0	0.302092	0	0	0	0	0	0	0	0	0	0	0	3.86432	0.387601	0	0	0
