class,mechanism,group,count,sampleID
MLS,23S rRNA methyltransferases,ERMR,2,kazan5500_2015_11_27_1_L03_73HP
MLS,23S rRNA methyltransferases,ERMT,7,kazan5500_2015_11_27_1_L03_73HP
MLS,Lincosamide nucleotidyltransferases,LNUC,1,kazan5500_2015_11_27_1_L03_73HP
MLS,Macrolide resistance efflux pumps,MEFA,115,kazan5500_2015_11_27_1_L03_73HP
MLS,Macrolide resistance efflux pumps,MEL,58,kazan5500_2015_11_27_1_L03_73HP
MLS,Macrolide resistance efflux pumps,MSRD,74,kazan5500_2015_11_27_1_L03_73HP
Multi-drug resistance,MDR regulator,ACRR,1,kazan5500_2015_11_27_1_L03_73HP
Multi-drug resistance,Multi-drug efflux pumps,MDTD,1,kazan5500_2015_11_27_1_L03_73HP
Multi-drug resistance,Multi-drug efflux pumps,MDTE,1,kazan5500_2015_11_27_1_L03_73HP
Multi-drug resistance,Multi-drug efflux pumps,MDTO,1,kazan5500_2015_11_27_1_L03_73HP
Multi-drug resistance,Multi-drug efflux pumps,MSBA,1,kazan5500_2015_11_27_1_L03_73HP
Multi-drug resistance,Multi-drug efflux pumps,TOLC,1,kazan5500_2015_11_27_1_L03_73HP
Phenicol,Chloramphenicol acetyltransferases,CAT,19,kazan5500_2015_11_27_1_L03_73HP
Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB,133,kazan5500_2015_11_27_1_L03_73HP
Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETD,2,kazan5500_2015_11_27_1_L03_73HP
Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETL,24,kazan5500_2015_11_27_1_L03_73HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET32,662,kazan5500_2015_11_27_1_L03_73HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40,130,kazan5500_2015_11_27_1_L03_73HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETM,92,kazan5500_2015_11_27_1_L03_73HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETO,1798,kazan5500_2015_11_27_1_L03_73HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETQ,1449,kazan5500_2015_11_27_1_L03_73HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,1636,kazan5500_2015_11_27_1_L03_73HP
Tetracyclines,Tetracycline transcriptional repressor,TETR,1,kazan5500_2015_11_27_1_L03_73HP
Trimethoprim,Dihydrofolate reductase,DFRF,3,kazan5500_2015_11_27_1_L03_73HP
Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,gyrB,2,kazan5500_2015_11_27_1_L03_105HP
Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,14,kazan5500_2015_11_27_1_L03_105HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRD,46,kazan5500_2015_11_27_1_L03_105HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRE,32,kazan5500_2015_11_27_1_L03_105HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRF,59,kazan5500_2015_11_27_1_L03_105HP
Aminoglycosides,Aminoglycoside efflux regulator,ACRS,9,kazan5500_2015_11_27_1_L03_105HP
Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3,58,kazan5500_2015_11_27_1_L03_105HP
Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,64,kazan5500_2015_11_27_1_L03_105HP
Aminoglycosides,Aminoglycoside N-acetyltransferases,SAT,7,kazan5500_2015_11_27_1_L03_105HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME,10,kazan5500_2015_11_27_1_L03_105HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME,33,kazan5500_2015_11_27_1_L03_105HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6,16,kazan5500_2015_11_27_1_L03_105HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT9,16,kazan5500_2015_11_27_1_L03_105HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH2-DPRIME,16,kazan5500_2015_11_27_1_L03_105HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME,26,kazan5500_2015_11_27_1_L03_105HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME,12,kazan5500_2015_11_27_1_L03_105HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6,37,kazan5500_2015_11_27_1_L03_105HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6-PRIME,15,kazan5500_2015_11_27_1_L03_105HP
Bacitracin,Undecaprenyl pyrophosphate phosphatase,BACA,12,kazan5500_2015_11_27_1_L03_105HP
betalactams,Class A betalactamases,CARB,11,kazan5500_2015_11_27_1_L03_105HP
betalactams,Class A betalactamases,CBLA,280,kazan5500_2015_11_27_1_L03_105HP
betalactams,Class A betalactamases,CFX,3311,kazan5500_2015_11_27_1_L03_105HP
betalactams,Class A betalactamases,CTX,204,kazan5500_2015_11_27_1_L03_105HP
betalactams,Class A betalactamases,GES,46,kazan5500_2015_11_27_1_L03_105HP
betalactams,Class A betalactamases,TEM,164,kazan5500_2015_11_27_1_L03_105HP
betalactams,Class A betalactamases,VEB,4,kazan5500_2015_11_27_1_L03_105HP
betalactams,Class B betalactamases,CFIA,1,kazan5500_2015_11_27_1_L03_105HP
betalactams,Class B betalactamases,IMP,4,kazan5500_2015_11_27_1_L03_105HP
betalactams,Class B betalactamases,VIM,1,kazan5500_2015_11_27_1_L03_105HP
betalactams,Class C betalactamases,BLAEC,16,kazan5500_2015_11_27_1_L03_105HP
betalactams,Class D betalactamases,OXA,11,kazan5500_2015_11_27_1_L03_105HP
betalactams,Mutant porin proteins,OMP36,1,kazan5500_2015_11_27_1_L03_105HP
betalactams,Penicillin binding protein,AMPH,18,kazan5500_2015_11_27_1_L03_105HP
betalactams,Penicillin binding protein,PBP2,39,kazan5500_2015_11_27_1_L03_105HP
betalactams,Penicillin binding protein,PBP2B,2,kazan5500_2015_11_27_1_L03_105HP
betalactams,Penicillin binding protein,PBP4B,25,kazan5500_2015_11_27_1_L03_105HP
Cationic antimicrobial peptides,Lipid A modification,ARNA,28,kazan5500_2015_11_27_1_L03_105HP
Cationic antimicrobial peptides,Lipid A modification,PMRC,34,kazan5500_2015_11_27_1_L03_105HP
Cationic antimicrobial peptides,Lipid A modification,PMRF,16,kazan5500_2015_11_27_1_L03_105HP
Cationic antimicrobial peptides,Polymyxin B resistance regulator,pmrA,18,kazan5500_2015_11_27_1_L03_105HP
Cationic antimicrobial peptides,Polymyxin B resistance regulator,PMRB,31,kazan5500_2015_11_27_1_L03_105HP
Cationic antimicrobial peptides,Polymyxin-resistant phoP,phoP,7,kazan5500_2015_11_27_1_L03_105HP
Elfamycins,EF-Tu inhibition,TUFAB,102,kazan5500_2015_11_27_1_L03_105HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,32,kazan5500_2015_11_27_1_L03_105HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRB,65,kazan5500_2015_11_27_1_L03_105HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,47,kazan5500_2015_11_27_1_L03_105HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,parE,31,kazan5500_2015_11_27_1_L03_105HP
Fluoroquinolones,Quinolone resistance protein Qnr,QNRS,1,kazan5500_2015_11_27_1_L03_105HP
Glycopeptides,VanC-type regulator,VANSC,1,kazan5500_2015_11_27_1_L03_105HP
Glycopeptides,VanC-type resistance protein,VANC,1,kazan5500_2015_11_27_1_L03_105HP
Glycopeptides,VanC-type resistance protein,VANTC,2,kazan5500_2015_11_27_1_L03_105HP
Glycopeptides,VanD-type regulator,VANRD,19,kazan5500_2015_11_27_1_L03_105HP
Glycopeptides,VanD-type regulator,VANSD,30,kazan5500_2015_11_27_1_L03_105HP
Glycopeptides,VanD-type resistance protein,VAND,23,kazan5500_2015_11_27_1_L03_105HP
Glycopeptides,VanD-type resistance protein,VANHD,5,kazan5500_2015_11_27_1_L03_105HP
Glycopeptides,VanD-type resistance protein,VANXD,2,kazan5500_2015_11_27_1_L03_105HP
Lipopeptides,Daptomycin-resistant cls,CLS,5,kazan5500_2015_11_27_1_L03_105HP
Lipopeptides,Daptomycin-resistant liaFSR,LIAFSR,2,kazan5500_2015_11_27_1_L03_105HP
MLS,23S rRNA methyltransferases,ERM,17,kazan5500_2015_11_27_1_L03_105HP
MLS,23S rRNA methyltransferases,ERMB,169,kazan5500_2015_11_27_1_L03_105HP
MLS,23S rRNA methyltransferases,ERMF,540,kazan5500_2015_11_27_1_L03_105HP
MLS,23S rRNA methyltransferases,ERMG,12,kazan5500_2015_11_27_1_L03_105HP
MLS,23S rRNA methyltransferases,ERMR,1,kazan5500_2015_11_27_1_L03_105HP
MLS,23S rRNA methyltransferases,ERMT,9,kazan5500_2015_11_27_1_L03_105HP
MLS,ABC transporter,OLEB,1,kazan5500_2015_11_27_1_L03_105HP
MLS,Lincosamide nucleotidyltransferases,LNUC,14,kazan5500_2015_11_27_1_L03_105HP
MLS,Macrolide phosphotransferases,MPHA,46,kazan5500_2015_11_27_1_L03_105HP
MLS,Macrolide resistance efflux pumps,MACB,1,kazan5500_2015_11_27_1_L03_105HP
MLS,Macrolide resistance efflux pumps,MEFA,174,kazan5500_2015_11_27_1_L03_105HP
MLS,Macrolide resistance efflux pumps,MEL,11,kazan5500_2015_11_27_1_L03_105HP
MLS,Macrolide resistance efflux pumps,MSRC,6,kazan5500_2015_11_27_1_L03_105HP
MLS,Macrolide resistance efflux pumps,MSRD,26,kazan5500_2015_11_27_1_L03_105HP
MLS,Streptogramin A O-acetyltransferase,VATE,2,kazan5500_2015_11_27_1_L03_105HP
MLS,Streptogramin resistance ATP-binding cassette ABC efflux pumps,LSA,3,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,MDR mutant porin proteins,OMPF,20,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,MDR regulator,ACRR,1,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,MDR regulator,ASMA,28,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,MDR regulator,BAER,12,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,MDR regulator,BAES,14,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,MDR regulator,CPXA,12,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,MDR regulator,CPXAR,32,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,MDR regulator,CRP,12,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,MDR regulator,EMRR,3,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,MDR regulator,EVGA,3,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,MDR regulator,EVGS,59,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,MDR regulator,GADX,20,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,MDR regulator,HNS,1,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,MDR regulator,MARA,4,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,MDR regulator,MARR,1,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,MDR regulator,PHOQ,21,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,MDR regulator,SOXS,5,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,ACRB,1,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,ADEC,7,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,EMRA,16,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,EMRB,36,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,EMRK,15,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,EMRY,19,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,MDFA,21,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,MDTA,18,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,MDTB,42,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,MDTC,127,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,MDTD,19,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,MDTE,19,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,MDTG,9,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,MDTH,15,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,MDTK,24,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,MDTL,20,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,MDTN,13,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,MDTO,34,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,MDTP,33,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,MEXD,1,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,MEXE,3,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,MSBA,6,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,OQXB,2,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,PHOP,9,kazan5500_2015_11_27_1_L03_105HP
Multi-drug resistance,Multi-drug efflux pumps,TOLC,20,kazan5500_2015_11_27_1_L03_105HP
Phenicol,Chloramphenicol acetyltransferases,CAT,22,kazan5500_2015_11_27_1_L03_105HP
Phenicol,Chloramphenicol acetyltransferases,CATB,76,kazan5500_2015_11_27_1_L03_105HP
Phenicol,Chloramphenicol acetyltransferases,CATP,4,kazan5500_2015_11_27_1_L03_105HP
Phenicol,Phenicol efflux pumps,CML,90,kazan5500_2015_11_27_1_L03_105HP
Phenicol,Phenicol efflux pumps,FLOR,1,kazan5500_2015_11_27_1_L03_105HP
Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB,164,kazan5500_2015_11_27_1_L03_105HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP,19,kazan5500_2015_11_27_1_L03_105HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI,26,kazan5500_2015_11_27_1_L03_105HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII,15,kazan5500_2015_11_27_1_L03_105HP
Tetracyclines,Tetracycline inactivation enzymes,TETX,5,kazan5500_2015_11_27_1_L03_105HP
Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA,37,kazan5500_2015_11_27_1_L03_105HP
Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETB,3,kazan5500_2015_11_27_1_L03_105HP
Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETL,11,kazan5500_2015_11_27_1_L03_105HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET32,448,kazan5500_2015_11_27_1_L03_105HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40,458,kazan5500_2015_11_27_1_L03_105HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETM,32,kazan5500_2015_11_27_1_L03_105HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETO,945,kazan5500_2015_11_27_1_L03_105HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETQ,2729,kazan5500_2015_11_27_1_L03_105HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,528,kazan5500_2015_11_27_1_L03_105HP
Tetracyclines,Tetracycline transcriptional repressor,TETR,17,kazan5500_2015_11_27_1_L03_105HP
Trimethoprim,Dihydrofolate reductase,DFRF,81,kazan5500_2015_11_27_1_L03_105HP
Trimethoprim,Dihydrofolate reductase,DFRG,1,kazan5500_2015_11_27_1_L03_105HP
Trimethoprim,Dihydrofolate reductase,DHFR,23,kazan5500_2015_11_27_1_L03_105HP
Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,28,kazan5500_2015_11_27_1_L03_102HP
Aminoglycosides,16S rRNA methyltransferases,RMTF,2,kazan5500_2015_11_27_1_L03_102HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRD,33,kazan5500_2015_11_27_1_L03_102HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRE,14,kazan5500_2015_11_27_1_L03_102HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRF,62,kazan5500_2015_11_27_1_L03_102HP
Aminoglycosides,Aminoglycoside efflux regulator,ACRS,8,kazan5500_2015_11_27_1_L03_102HP
Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,2,kazan5500_2015_11_27_1_L03_102HP
Aminoglycosides,Aminoglycoside N-acetyltransferases,SAT,6,kazan5500_2015_11_27_1_L03_102HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME,1,kazan5500_2015_11_27_1_L03_102HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6,16,kazan5500_2015_11_27_1_L03_102HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME,7,kazan5500_2015_11_27_1_L03_102HP
Bacitracin,Undecaprenyl pyrophosphate phosphatase,BACA,8,kazan5500_2015_11_27_1_L03_102HP
betalactams,Class A betalactamases,CBLA,15,kazan5500_2015_11_27_1_L03_102HP
betalactams,Class A betalactamases,CFX,235,kazan5500_2015_11_27_1_L03_102HP
betalactams,Class A betalactamases,CTX,24,kazan5500_2015_11_27_1_L03_102HP
betalactams,Class A betalactamases,TEM,3,kazan5500_2015_11_27_1_L03_102HP
betalactams,Class C betalactamases,ACT,1,kazan5500_2015_11_27_1_L03_102HP
betalactams,Class C betalactamases,BLAEC,8,kazan5500_2015_11_27_1_L03_102HP
betalactams,Class C betalactamases,CMY,4,kazan5500_2015_11_27_1_L03_102HP
betalactams,Mutant porin proteins,OMP36,3,kazan5500_2015_11_27_1_L03_102HP
betalactams,Penicillin binding protein,AMPH,17,kazan5500_2015_11_27_1_L03_102HP
betalactams,Penicillin binding protein,PBP2,28,kazan5500_2015_11_27_1_L03_102HP
betalactams,Penicillin binding protein,PBP2B,8,kazan5500_2015_11_27_1_L03_102HP
betalactams,Penicillin binding protein,PBP4B,14,kazan5500_2015_11_27_1_L03_102HP
Cationic antimicrobial peptides,Lipid A modification,ARNA,27,kazan5500_2015_11_27_1_L03_102HP
Cationic antimicrobial peptides,Lipid A modification,PMRC,37,kazan5500_2015_11_27_1_L03_102HP
Cationic antimicrobial peptides,Lipid A modification,PMRF,15,kazan5500_2015_11_27_1_L03_102HP
Cationic antimicrobial peptides,Polymyxin B resistance regulator,pmrA,12,kazan5500_2015_11_27_1_L03_102HP
Cationic antimicrobial peptides,Polymyxin B resistance regulator,PMRB,17,kazan5500_2015_11_27_1_L03_102HP
Cationic antimicrobial peptides,Polymyxin-resistant phoP,phoP,8,kazan5500_2015_11_27_1_L03_102HP
Elfamycins,EF-Tu inhibition,TUFAB,125,kazan5500_2015_11_27_1_L03_102HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,43,kazan5500_2015_11_27_1_L03_102HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRB,44,kazan5500_2015_11_27_1_L03_102HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,29,kazan5500_2015_11_27_1_L03_102HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,parE,15,kazan5500_2015_11_27_1_L03_102HP
Glycopeptides,VanC-type resistance protein,VANTC,1,kazan5500_2015_11_27_1_L03_102HP
Glycopeptides,VanD-type regulator,VANRD,2,kazan5500_2015_11_27_1_L03_102HP
Glycopeptides,VanG-type regulator,VANRG,1,kazan5500_2015_11_27_1_L03_102HP
Lipopeptides,Daptomycin-resistant beta-subunit of RNA polymerase RpoC,RPOC,3,kazan5500_2015_11_27_1_L03_102HP
MLS,23S rRNA methyltransferases,ERM,40,kazan5500_2015_11_27_1_L03_102HP
MLS,23S rRNA methyltransferases,ERMB,693,kazan5500_2015_11_27_1_L03_102HP
MLS,23S rRNA methyltransferases,ERMF,181,kazan5500_2015_11_27_1_L03_102HP
MLS,23S rRNA methyltransferases,ERMG,1,kazan5500_2015_11_27_1_L03_102HP
MLS,23S rRNA methyltransferases,ERMT,18,kazan5500_2015_11_27_1_L03_102HP
MLS,ABC transporter,TLRC,2,kazan5500_2015_11_27_1_L03_102HP
MLS,Lincosamide nucleotidyltransferases,LNUC,7,kazan5500_2015_11_27_1_L03_102HP
MLS,Macrolide phosphotransferases,MPHA,1,kazan5500_2015_11_27_1_L03_102HP
MLS,Macrolide resistance efflux pumps,MEFA,3,kazan5500_2015_11_27_1_L03_102HP
MLS,Macrolide resistance efflux pumps,MEL,2,kazan5500_2015_11_27_1_L03_102HP
MLS,Macrolide resistance efflux pumps,MSRD,3,kazan5500_2015_11_27_1_L03_102HP
MLS,Spiramycin efflux pumps,SRMB,1,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,MDR mutant porin proteins,omp36,1,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,MDR mutant porin proteins,OMPF,27,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,MDR regulator,ACRR,1,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,MDR regulator,ASMA,23,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,MDR regulator,BAER,6,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,MDR regulator,BAES,19,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,MDR regulator,CPXA,10,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,MDR regulator,CPXAR,26,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,MDR regulator,CRP,10,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,MDR regulator,EMRR,5,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,MDR regulator,EVGA,7,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,MDR regulator,EVGS,50,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,MDR regulator,GADX,14,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,MDR regulator,HNS,4,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,MDR regulator,MARA,5,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,MDR regulator,MARR,11,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,MDR regulator,MTRA,1,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,MDR regulator,PHOQ,17,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,MDR regulator,SOXS,5,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,Multi-drug efflux pumps,ACRB,1,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,Multi-drug efflux pumps,EMRA,11,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,Multi-drug efflux pumps,EMRB,20,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,Multi-drug efflux pumps,EMRE,1,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,Multi-drug efflux pumps,EMRK,16,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,Multi-drug efflux pumps,EMRY,22,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,Multi-drug efflux pumps,MDFA,14,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,Multi-drug efflux pumps,MDTA,5,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,Multi-drug efflux pumps,MDTB,26,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,Multi-drug efflux pumps,MDTC,95,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,Multi-drug efflux pumps,MDTD,17,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,Multi-drug efflux pumps,MDTE,16,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,Multi-drug efflux pumps,MDTG,16,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,Multi-drug efflux pumps,MDTH,17,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,Multi-drug efflux pumps,MDTK,14,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,Multi-drug efflux pumps,MDTL,24,kazan5500_2015_11_27_1_L03_102HP
Multi-drug resistance,Multi-drug efflux pumps,MDTN,11,kazan5500_2015_11_27_1_L03_102HP
